Age,CityTier,NumberOfPersonVisiting,PreferredPropertyStar,NumberOfTrips,NumberOfChildrenVisiting,MonthlyIncome,PitchSatisfactionScore,NumberOfFollowups,DurationOfPitch,TypeofContact,Occupation,Gender,MaritalStatus,Designation,ProductPitched,Passport,OwnCar
53.0,3,2,5.0,1.0,1.0,23381.0,1,3.0,6.0,Self Enquiry,Small Business,Female,Unmarried,Manager,Deluxe,0,1
50.0,3,3,3.0,1.0,1.0,21347.0,2,3.0,6.0,Company Invited,Salaried,Female,Divorced,Manager,Deluxe,0,1
35.0,1,3,3.0,3.0,1.0,23216.0,5,4.0,24.0,Self Enquiry,Salaried,Female,Unmarried,Executive,Basic,1,1
34.0,3,3,5.0,4.0,2.0,24054.0,3,2.0,7.0,Company Invited,Salaried,Female,Married,Manager,Deluxe,0,0
46.0,3,3,5.0,2.0,1.0,25453.0,2,3.0,6.0,Self Enquiry,Small Business,Female,Married,Senior Manager,Standard,0,1
52.0,1,2,3.0,1.0,0.0,18149.0,1,3.0,17.0,Self Enquiry,Salaried,Female,Married,Manager,Deluxe,0,1
47.0,3,4,4.0,5.0,1.0,35550.0,5,6.0,9.0,Self Enquiry,Large Business,Female,Married,AVP,Super Deluxe,1,1
44.0,1,3,5.0,2.0,0.0,17559.0,3,3.0,15.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,1,1
33.0,1,3,3.0,3.0,1.0,21473.0,5,4.0,32.0,Self Enquiry,Salaried,Male,Unmarried,Executive,Basic,1,0
25.0,3,2,3.0,3.0,1.0,23639.0,4,4.0,34.0,Self Enquiry,Salaried,Male,Married,Manager,Deluxe,0,1
44.0,3,4,3.0,3.0,1.0,26525.0,3,4.0,9.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,1,0
33.0,1,3,3.0,2.0,0.0,28458.0,2,3.0,6.0,Company Invited,Salaried,Fe Male,Unmarried,Senior Manager,Standard,1,1
37.0,1,4,3.0,5.0,3.0,25772.0,3,4.0,17.0,Self Enquiry,Large Business,Female,Divorced,Senior Manager,Standard,0,0
30.0,1,2,4.0,2.0,0.0,17141.0,5,4.0,13.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,0,0
42.0,3,3,3.0,3.0,1.0,27919.0,5,4.0,13.0,Self Enquiry,Small Business,Male,Unmarried,Senior Manager,Standard,0,1
30.0,1,3,3.0,2.0,1.0,17083.0,3,3.0,9.0,Company Invited,Small Business,Female,Married,Executive,Basic,0,1
37.0,1,3,4.0,3.0,2.0,22370.0,3,4.0,10.0,Company Invited,Large Business,Male,Married,Executive,Basic,0,0
32.0,1,3,4.0,2.0,1.0,21335.0,3,5.0,16.0,Self Enquiry,Salaried,Male,Unmarried,Executive,Basic,1,1
31.0,1,3,3.0,4.0,0.0,24824.0,3,3.0,26.0,Company Invited,Salaried,Male,Divorced,Senior Manager,Standard,0,1
50.0,1,4,4.0,3.0,1.0,23808.0,1,5.0,15.0,Company Invited,Salaried,Male,Married,Manager,Deluxe,0,0
34.0,1,4,3.0,6.0,3.0,21174.0,3,4.0,9.0,Self Enquiry,Small Business,Male,Single,Executive,Basic,0,0
39.0,1,2,5.0,4.0,1.0,24966.0,5,5.0,19.0,Company Invited,Salaried,Male,Married,Manager,Deluxe,0,1
34.0,3,3,3.0,3.0,2.0,24713.0,4,3.0,10.0,Self Enquiry,Salaried,Male,Married,Senior Manager,Standard,1,0
48.0,3,4,3.0,5.0,3.0,21654.0,4,4.0,11.0,Company Invited,Small Business,Male,Unmarried,Manager,Deluxe,0,0
33.0,3,2,3.0,1.0,1.0,17342.0,2,4.0,14.0,Company Invited,Salaried,Female,Single,Executive,Basic,0,1
43.0,1,3,3.0,4.0,1.0,23943.0,1,4.0,28.0,Company Invited,Small Business,Female,Married,Manager,Deluxe,0,0
46.0,3,3,3.0,2.0,1.0,23528.0,1,4.0,27.0,Self Enquiry,Salaried,Female,Unmarried,Manager,Deluxe,0,1
37.0,1,3,5.0,3.0,1.0,21421.0,1,2.0,23.0,Self Enquiry,Salaried,Female,Unmarried,Executive,Basic,0,1
31.0,3,2,3.0,2.0,0.0,21932.0,2,3.0,26.0,Company Invited,Small Business,Female,Divorced,Manager,Deluxe,0,1
23.0,1,3,4.0,3.0,2.0,20922.0,1,4.0,18.0,Self Enquiry,Small Business,Female,Married,Executive,Basic,0,1
39.0,1,3,3.0,2.0,1.0,21984.0,5,4.0,11.0,Self Enquiry,Small Business,Female,Married,Executive,Basic,0,0
41.0,1,4,3.0,2.0,1.0,31915.0,5,4.0,13.0,Self Enquiry,Salaried,Female,Single,AVP,Super Deluxe,0,1
42.0,3,3,3.0,1.0,0.0,21244.0,3,4.0,20.0,Self Enquiry,Small Business,Female,Single,Manager,Deluxe,0,0
33.0,1,3,4.0,7.0,2.0,26878.0,3,3.0,11.0,Company Invited,Salaried,Female,Divorced,Senior Manager,Standard,0,1
33.0,3,3,3.0,3.0,2.0,23688.0,5,4.0,13.0,Self Enquiry,Small Business,Male,Unmarried,Manager,Deluxe,0,1
37.0,1,2,4.0,6.0,1.0,23163.0,2,4.0,10.0,Self Enquiry,Large Business,Male,Unmarried,Manager,Deluxe,0,1
43.0,3,2,3.0,4.0,0.0,21804.0,5,4.0,21.0,Company Invited,Salaried,Male,Married,Manager,Deluxe,0,1
36.0,3,3,5.0,6.0,0.0,21134.0,1,4.0,19.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,1,1
37.0,1,3,3.0,6.0,2.0,22366.0,5,2.0,25.0,Company Invited,Salaried,Male,Married,Executive,Basic,0,1
49.0,1,2,3.0,3.0,1.0,33711.0,3,4.0,10.0,Self Enquiry,Small Business,Male,Married,VP,King,0,0
45.0,1,3,5.0,3.0,0.0,25851.0,3,5.0,26.0,Self Enquiry,Small Business,Male,Married,Senior Manager,Standard,1,0
29.0,1,3,3.0,8.0,2.0,23060.0,3,4.0,9.0,Self Enquiry,Small Business,Male,Unmarried,Executive,Basic,0,1
41.0,1,4,3.0,5.0,1.0,23100.0,2,5.0,33.0,Company Invited,Small Business,Female,Divorced,Manager,Deluxe,1,1
40.0,1,3,3.0,2.0,1.0,22786.0,4,4.0,31.0,Self Enquiry,Salaried,Male,Unmarried,Manager,Deluxe,0,1
42.0,1,3,4.0,7.0,0.0,17372.0,1,1.0,13.0,Self Enquiry,Small Business,Female,Divorced,Manager,Deluxe,1,0
33.0,1,3,3.0,5.0,2.0,29837.0,2,4.0,10.0,Self Enquiry,Salaried,Female,Single,Senior Manager,Standard,0,1
39.0,1,3,3.0,2.0,2.0,24423.0,3,4.0,30.0,Self Enquiry,Salaried,Male,Married,Manager,Deluxe,0,0
36.0,3,2,3.0,5.0,1.0,21653.0,2,3.0,6.0,Company Invited,Small Business,Female,Unmarried,Manager,Deluxe,0,1
32.0,3,3,3.0,5.0,2.0,21007.0,4,5.0,14.0,Self Enquiry,Salaried,Male,Divorced,Executive,Basic,0,1
20.0,1,3,5.0,2.0,2.0,17600.0,3,4.0,17.0,Self Enquiry,Small Business,Female,Single,Executive,Basic,1,1
41.0,1,2,3.0,5.0,1.0,17451.0,4,3.0,20.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,0,1
55.0,1,3,3.0,1.0,0.0,17662.0,5,4.0,8.0,Self Enquiry,Large Business,Male,Married,Executive,Basic,0,0
25.0,1,4,3.0,4.0,3.0,20971.0,3,4.0,7.0,Self Enquiry,Small Business,Male,Divorced,Executive,Basic,1,1
32.0,3,3,3.0,3.0,1.0,29471.0,3,4.0,15.0,Self Enquiry,Salaried,Male,Married,Senior Manager,Standard,0,1
36.0,3,3,5.0,2.0,2.0,28260.0,4,4.0,11.0,Self Enquiry,Large Business,Male,Unmarried,Senior Manager,Standard,1,1
30.0,1,3,3.0,2.0,2.0,20775.0,3,3.0,34.0,Self Enquiry,Small Business,Female,Divorced,Manager,Deluxe,0,0
36.0,1,2,4.0,1.0,1.0,20674.0,3,3.0,30.0,Company Invited,Salaried,Female,Married,Manager,Deluxe,0,1
19.0,3,4,4.0,3.0,3.0,20556.0,4,4.0,12.0,Company Invited,Small Business,Male,Single,Executive,Basic,1,1
38.0,1,4,3.0,2.0,3.0,25025.0,3,4.0,12.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,0,1
36.0,1,3,3.0,8.0,2.0,20936.0,1,5.0,7.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,0,1
33.0,3,2,5.0,3.0,0.0,21392.0,5,3.0,14.0,Self Enquiry,Salaried,Male,Married,Manager,Deluxe,0,1
35.0,1,3,5.0,5.0,1.0,17194.0,2,3.0,6.0,Company Invited,Small Business,Male,Divorced,Executive,Basic,0,0
32.0,3,4,3.0,6.0,2.0,24138.0,5,2.0,13.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,0,1
28.0,3,3,3.0,2.0,0.0,19908.0,3,3.0,11.0,Self Enquiry,Small Business,Male,Single,Manager,Deluxe,0,1
29.0,1,4,3.0,4.0,2.0,22163.0,4,4.0,9.0,Self Enquiry,Salaried,Male,Unmarried,Executive,Basic,0,0
33.0,3,3,3.0,3.0,2.0,24074.0,4,4.0,17.0,Self Enquiry,Small Business,Male,Unmarried,Manager,Deluxe,0,1
49.0,1,3,5.0,2.0,1.0,34080.0,4,5.0,7.0,Self Enquiry,Salaried,Female,Married,AVP,Super Deluxe,0,0
36.0,3,2,4.0,4.0,1.0,24278.0,4,3.0,9.0,Self Enquiry,Small Business,Fe Male,Unmarried,Manager,Deluxe,1,0
48.0,1,4,3.0,7.0,2.0,23748.0,2,4.0,9.0,Self Enquiry,Small Business,Female,Married,Manager,Deluxe,0,0
38.0,1,3,5.0,7.0,2.0,20980.0,2,1.0,8.0,Company Invited,Salaried,Female,Single,Manager,Deluxe,1,1
48.0,3,3,3.0,1.0,0.0,21439.0,4,3.0,22.0,Self Enquiry,Salaried,Female,Married,Manager,Deluxe,0,1
31.0,3,2,4.0,2.0,1.0,17302.0,5,3.0,6.0,Company Invited,Salaried,Female,Single,Executive,Basic,1,1
26.0,1,4,3.0,3.0,3.0,21567.0,2,5.0,14.0,Self Enquiry,Small Business,Male,Divorced,Executive,Basic,0,1
36.0,1,3,3.0,4.0,2.0,24440.0,3,4.0,9.0,Company Invited,Small Business,Male,Married,Manager,Deluxe,0,0
43.0,1,3,3.0,4.0,0.0,20679.0,3,3.0,15.0,Company Invited,Small Business,Male,Married,Manager,Deluxe,1,1
39.0,1,4,5.0,8.0,3.0,24658.0,2,2.0,9.0,Company Invited,Salaried,Fe Male,Unmarried,Manager,Deluxe,1,1
35.0,1,2,3.0,2.0,1.0,21646.0,5,5.0,12.0,Self Enquiry,Salaried,Male,Unmarried,Manager,Deluxe,0,0
51.0,1,2,4.0,6.0,1.0,27490.0,3,4.0,14.0,Self Enquiry,Salaried,Male,Divorced,Senior Manager,Standard,0,1
45.0,1,2,4.0,1.0,0.0,17348.0,4,3.0,15.0,Self Enquiry,Salaried,Male,Married,Manager,Deluxe,0,1
44.0,1,3,4.0,3.0,2.0,33014.0,3,5.0,19.0,Self Enquiry,Salaried,Male,Married,AVP,Super Deluxe,0,0
41.0,1,4,3.0,3.0,3.0,27772.0,4,5.0,15.0,Self Enquiry,Small Business,Male,Unmarried,Executive,Basic,1,1
38.0,1,4,3.0,8.0,3.0,28726.0,3,4.0,17.0,Company Invited,Small Business,Male,Married,Senior Manager,Standard,0,0
51.0,1,4,3.0,3.0,2.0,21899.0,1,2.0,35.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,1,0
23.0,1,3,3.0,2.0,2.0,22849.0,5,4.0,10.0,Self Enquiry,Salaried,Female,Married,Manager,Deluxe,1,1
50.0,1,3,5.0,2.0,1.0,32924.0,5,3.0,8.0,Company Invited,Salaried,Male,Married,AVP,Super Deluxe,0,1
59.0,2,2,3.0,1.0,0.0,17267.0,4,3.0,12.0,Self Enquiry,Small Business,Male,Divorced,Executive,Basic,0,1
34.0,2,3,3.0,3.0,1.0,22278.0,2,4.0,9.0,Self Enquiry,Salaried,Male,Divorced,Executive,Basic,0,0
28.0,1,2,3.0,6.0,0.0,17028.0,2,4.0,30.0,Self Enquiry,Salaried,Male,Single,Executive,Basic,1,0
52.0,1,3,4.0,7.0,2.0,24160.0,1,6.0,9.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,0,0
51.0,3,3,3.0,3.0,2.0,21361.0,4,5.0,10.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,1,1
31.0,1,3,5.0,2.0,0.0,17218.0,4,4.0,6.0,Self Enquiry,Salaried,Male,Divorced,Executive,Basic,0,0
28.0,1,2,4.0,2.0,0.0,17408.0,1,3.0,30.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,1,0
41.0,1,4,3.0,3.0,2.0,29113.0,1,5.0,22.0,Self Enquiry,Salaried,Female,Married,Senior Manager,Standard,0,1
48.0,1,4,3.0,7.0,1.0,23748.0,1,4.0,9.0,Self Enquiry,Small Business,Female,Married,Manager,Deluxe,0,0
27.0,3,2,3.0,2.0,0.0,23726.0,1,3.0,14.0,Company Invited,Salaried,Male,Unmarried,Senior Manager,Standard,0,1
33.0,1,2,3.0,1.0,0.0,28610.0,5,3.0,21.0,Self Enquiry,Small Business,Male,Divorced,Senior Manager,Standard,1,0
28.0,1,4,5.0,3.0,1.0,22744.0,1,5.0,26.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,0,0
33.0,1,3,3.0,5.0,2.0,17496.0,3,3.0,8.0,Self Enquiry,Small Business,Male,Single,Executive,Basic,0,0
36.0,2,3,5.0,1.0,2.0,17342.0,2,4.0,14.0,Self Enquiry,Salaried,Male,Divorced,Executive,Basic,0,1
32.0,1,4,5.0,3.0,1.0,25490.0,5,5.0,31.0,Self Enquiry,Small Business,Fe Male,Unmarried,Manager,Deluxe,0,1
30.0,3,4,3.0,3.0,2.0,23327.0,1,4.0,9.0,Company Invited,Salaried,Male,Married,Manager,Deluxe,0,1
29.0,1,3,5.0,7.0,0.0,17404.0,5,4.0,16.0,Self Enquiry,Salaried,Female,Single,Executive,Basic,1,1
35.0,1,3,5.0,4.0,2.0,21638.0,2,4.0,13.0,Self Enquiry,Small Business,Male,Unmarried,Executive,Basic,0,1
31.0,3,3,3.0,5.0,0.0,22547.0,1,3.0,13.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,0,0
26.0,3,3,3.0,2.0,2.0,23585.0,1,4.0,15.0,Self Enquiry,Salaried,Female,Married,Manager,Deluxe,1,1
29.0,1,3,3.0,3.0,1.0,20722.0,1,4.0,7.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,0,0
35.0,3,4,3.0,3.0,1.0,25390.0,5,5.0,35.0,Self Enquiry,Small Business,Female,Married,Manager,Deluxe,0,1
47.0,1,3,3.0,4.0,1.0,23488.0,5,4.0,25.0,Self Enquiry,Small Business,Female,Married,Manager,Deluxe,0,0
19.0,1,4,3.0,3.0,1.0,20582.0,5,4.0,15.0,Company Invited,Small Business,Male,Single,Executive,Basic,0,0
41.0,1,3,3.0,2.0,1.0,21020.0,3,5.0,9.0,Self Enquiry,Small Business,Female,Single,Executive,Basic,1,0
60.0,1,4,3.0,5.0,3.0,32404.0,5,5.0,9.0,Self Enquiry,Salaried,Female,Single,AVP,Super Deluxe,1,0
46.0,3,3,3.0,2.0,2.0,24619.0,5,4.0,15.0,Self Enquiry,Small Business,Male,Unmarried,Senior Manager,Standard,0,1
29.0,1,4,5.0,5.0,3.0,25352.0,3,4.0,14.0,Self Enquiry,Salaried,Male,Unmarried,Executive,Basic,1,0
37.0,1,3,4.0,4.0,1.0,27525.0,4,5.0,16.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,1,1
44.0,1,2,4.0,2.0,1.0,17342.0,3,3.0,6.0,Company Invited,Small Business,Male,Married,Executive,Basic,1,1
34.0,3,3,5.0,4.0,1.0,24054.0,3,3.0,7.0,Company Invited,Salaried,Female,Divorced,Manager,Deluxe,0,1
50.0,1,3,4.0,4.0,0.0,34144.0,5,3.0,10.0,Self Enquiry,Salaried,Male,Married,VP,King,0,1
23.0,1,3,5.0,2.0,0.0,16601.0,3,1.0,12.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,1,0
57.0,1,4,4.0,2.0,1.0,23641.0,5,4.0,21.0,Self Enquiry,Salaried,Female,Married,Executive,Basic,1,1
35.0,3,4,3.0,3.0,3.0,25477.0,1,2.0,15.0,Self Enquiry,Large Business,Male,Married,Manager,Deluxe,0,0
30.0,1,4,4.0,7.0,3.0,21224.0,3,5.0,32.0,Self Enquiry,Large Business,Female,Married,Executive,Basic,0,1
29.0,3,2,3.0,2.0,0.0,22918.0,3,3.0,6.0,Company Invited,Small Business,Female,Divorced,Senior Manager,Standard,0,1
39.0,1,3,3.0,3.0,2.0,20380.0,5,4.0,9.0,Company Invited,Salaried,Male,Divorced,Executive,Basic,1,1
30.0,1,4,3.0,3.0,1.0,21398.0,2,6.0,7.0,Company Invited,Salaried,Male,Married,Executive,Basic,0,1
34.0,1,3,3.0,2.0,1.0,17553.0,5,4.0,22.0,Company Invited,Salaried,Female,Single,Executive,Basic,0,1
60.0,3,3,3.0,7.0,1.0,23849.0,3,5.0,10.0,Self Enquiry,Salaried,Fe Male,Unmarried,Manager,Deluxe,0,0
28.0,1,3,5.0,3.0,2.0,21019.0,3,4.0,9.0,Self Enquiry,Salaried,Female,Married,Executive,Basic,0,0
19.0,3,3,5.0,1.0,1.0,17325.0,3,5.0,6.0,Company Invited,Large Business,Female,Single,Executive,Basic,0,1
39.0,3,2,3.0,5.0,1.0,20238.0,4,3.0,9.0,Self Enquiry,Small Business,Female,Divorced,Manager,Deluxe,1,1
42.0,3,3,5.0,3.0,2.0,27070.0,3,3.0,7.0,Self Enquiry,Small Business,Male,Divorced,Senior Manager,Standard,0,1
52.0,3,4,3.0,2.0,3.0,24119.0,5,4.0,28.0,Self Enquiry,Small Business,Male,Unmarried,Manager,Deluxe,1,0
37.0,1,1,3.0,5.0,0.0,28664.0,2,3.0,13.0,Self Enquiry,Small Business,Male,Single,Senior Manager,Standard,0,0
58.0,3,3,3.0,5.0,0.0,32875.0,5,3.0,27.0,Self Enquiry,Salaried,Female,Married,AVP,Super Deluxe,1,1
59.0,1,3,3.0,4.0,0.0,28726.0,5,4.0,8.0,Self Enquiry,Salaried,Female,Single,AVP,Super Deluxe,1,1
35.0,1,3,4.0,2.0,1.0,30672.0,5,4.0,14.0,Self Enquiry,Salaried,Female,Single,Senior Manager,Standard,0,0
36.0,3,4,5.0,5.0,3.0,27644.0,3,4.0,24.0,Self Enquiry,Salaried,Male,Married,Manager,Deluxe,1,0
33.0,2,2,4.0,4.0,1.0,17277.0,5,3.0,9.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,1,0
47.0,1,2,3.0,3.0,0.0,23633.0,3,3.0,31.0,Self Enquiry,Small Business,Male,Unmarried,Senior Manager,Standard,0,1
24.0,1,4,3.0,3.0,2.0,22183.0,1,2.0,17.0,Self Enquiry,Small Business,Male,Unmarried,Executive,Basic,0,0
33.0,1,4,3.0,3.0,3.0,23987.0,4,4.0,31.0,Company Invited,Salaried,Male,Married,Manager,Deluxe,0,1
33.0,3,2,3.0,2.0,0.0,32444.0,3,3.0,23.0,Company Invited,Salaried,Male,Single,AVP,Super Deluxe,0,1
33.0,1,4,4.0,3.0,1.0,24898.0,3,4.0,7.0,Self Enquiry,Salaried,Male,Divorced,Manager,Deluxe,0,0
35.0,3,3,5.0,5.0,2.0,23437.0,5,6.0,10.0,Self Enquiry,Salaried,Male,Unmarried,Manager,Deluxe,0,1
37.0,3,4,3.0,6.0,2.0,25330.0,1,5.0,18.0,Self Enquiry,Small Business,Female,Married,Manager,Deluxe,0,1
36.0,2,3,3.0,3.0,1.0,27515.0,1,4.0,33.0,Self Enquiry,Salaried,Fe Male,Unmarried,Senior Manager,Standard,1,1
32.0,3,3,3.0,4.0,2.0,24610.0,3,5.0,25.0,Self Enquiry,Salaried,Male,Married,Senior Manager,Standard,0,1
35.0,1,3,4.0,1.0,0.0,23095.0,3,3.0,11.0,Self Enquiry,Large Business,Male,Unmarried,Senior Manager,Standard,0,0
38.0,1,3,3.0,3.0,2.0,32422.0,1,2.0,17.0,Self Enquiry,Salaried,Female,Married,Senior Manager,Standard,1,0
35.0,1,3,4.0,1.0,1.0,23095.0,3,3.0,11.0,Self Enquiry,Large Business,Male,Unmarried,Senior Manager,Standard,0,1
55.0,3,2,4.0,4.0,1.0,31835.0,2,3.0,24.0,Self Enquiry,Salaried,Female,Single,AVP,Super Deluxe,0,0
29.0,1,3,4.0,3.0,1.0,21086.0,1,4.0,31.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,1,0
50.0,1,3,3.0,7.0,2.0,25496.0,5,4.0,16.0,Self Enquiry,Large Business,Male,Unmarried,Senior Manager,Standard,0,0
31.0,1,3,4.0,2.0,2.0,22446.0,3,1.0,6.0,Company Invited,Salaried,Female,Unmarried,Senior Manager,Standard,0,1
31.0,3,2,3.0,1.0,0.0,18067.0,4,3.0,8.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,0,1
46.0,3,3,5.0,3.0,1.0,23063.0,3,5.0,33.0,Company Invited,Small Business,Male,Married,Manager,Deluxe,0,0
36.0,1,2,3.0,1.0,1.0,18210.0,5,3.0,12.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,0,1
36.0,1,3,3.0,8.0,2.0,20936.0,2,5.0,7.0,Self Enquiry,Small Business,Male,Divorced,Executive,Basic,0,1
30.0,1,2,3.0,5.0,1.0,17132.0,2,3.0,28.0,Self Enquiry,Salaried,Female,Divorced,Executive,Basic,1,0
35.0,1,2,3.0,2.0,1.0,16281.0,2,4.0,9.0,Company Invited,Salaried,Male,Divorced,Executive,Basic,0,1
40.0,1,2,3.0,2.0,1.0,34033.0,5,3.0,10.0,Self Enquiry,Small Business,Female,Married,VP,King,0,1
36.0,1,4,5.0,4.0,2.0,28562.0,5,5.0,18.0,Company Invited,Small Business,Male,Divorced,Senior Manager,Standard,1,1
38.0,1,2,3.0,4.0,0.0,17821.0,3,3.0,9.0,Company Invited,Salaried,Male,Married,Executive,Basic,0,1
28.0,1,3,4.0,2.0,1.0,21736.0,4,4.0,24.0,Self Enquiry,Large Business,Male,Divorced,Executive,Basic,1,1
49.0,1,4,3.0,4.0,1.0,22918.0,2,5.0,13.0,Self Enquiry,Salaried,Male,Unmarried,Manager,Deluxe,0,0
56.0,3,2,5.0,1.0,0.0,28212.0,3,1.0,12.0,Company Invited,Salaried,Female,Married,AVP,Super Deluxe,0,1
59.0,1,3,3.0,3.0,2.0,21050.0,3,4.0,30.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,0,1
35.0,1,2,4.0,1.0,1.0,17426.0,4,1.0,22.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,0,1
29.0,3,4,4.0,3.0,1.0,21534.0,1,4.0,10.0,Self Enquiry,Small Business,Female,Married,Executive,Basic,0,1
30.0,1,4,3.0,6.0,2.0,23013.0,1,4.0,34.0,Self Enquiry,Small Business,Female,Married,Manager,Deluxe,0,0
50.0,3,3,3.0,4.0,0.0,34517.0,1,3.0,6.0,Self Enquiry,Small Business,Female,Married,VP,King,0,1
30.0,1,2,5.0,6.0,0.0,17657.0,4,3.0,9.0,Self Enquiry,Large Business,Female,Single,Executive,Basic,1,0
36.0,1,4,5.0,6.0,2.0,20872.0,1,4.0,7.0,Company Invited,Small Business,Male,Married,Executive,Basic,0,0
29.0,1,3,3.0,3.0,1.0,22119.0,2,4.0,12.0,Self Enquiry,Large Business,Male,Unmarried,Executive,Basic,1,1
29.0,1,3,4.0,1.0,0.0,17703.0,4,3.0,8.0,Self Enquiry,Salaried,Male,Divorced,Executive,Basic,0,0
54.0,1,2,3.0,1.0,0.0,28549.0,4,3.0,8.0,Self Enquiry,Large Business,Female,Divorced,Senior Manager,Standard,0,1
41.0,1,3,3.0,3.0,0.0,21811.0,2,4.0,8.0,Company Invited,Salaried,Female,Unmarried,Manager,Deluxe,1,0
43.0,1,4,3.0,4.0,2.0,23234.0,3,4.0,36.0,Company Invited,Salaried,Female,Married,Manager,Deluxe,0,1
42.0,1,3,5.0,4.0,2.0,17576.0,3,3.0,6.0,Self Enquiry,Salaried,Female,Married,Executive,Basic,0,0
33.0,3,3,4.0,4.0,1.0,22609.0,3,4.0,11.0,Self Enquiry,Salaried,Female,Divorced,Executive,Basic,0,1
35.0,1,3,3.0,5.0,1.0,21657.0,1,5.0,10.0,Company Invited,Salaried,Male,Married,Executive,Basic,0,0
35.0,1,4,3.0,5.0,2.0,24820.0,4,4.0,15.0,Self Enquiry,Small Business,Fe Male,Unmarried,Manager,Deluxe,0,1
40.0,3,2,4.0,3.0,1.0,24094.0,5,4.0,31.0,Self Enquiry,Small Business,Male,Unmarried,Senior Manager,Standard,1,0
29.0,1,2,3.0,2.0,0.0,17389.0,3,4.0,24.0,Self Enquiry,Small Business,Male,Single,Executive,Basic,1,0
31.0,3,3,3.0,2.0,2.0,23414.0,3,4.0,32.0,Company Invited,Large Business,Female,Married,Manager,Deluxe,1,1
36.0,1,2,5.0,5.0,1.0,23008.0,4,3.0,11.0,Self Enquiry,Salaried,Female,Married,Senior Manager,Standard,0,1
27.0,1,2,3.0,3.0,1.0,17580.0,3,3.0,8.0,Company Invited,Small Business,Male,Single,Executive,Basic,0,0
27.0,1,3,4.0,3.0,2.0,25075.0,5,4.0,7.0,Company Invited,Salaried,Female,Married,Manager,Deluxe,0,1
32.0,3,2,3.0,2.0,1.0,23998.0,4,3.0,14.0,Company Invited,Small Business,Fe Male,Unmarried,Senior Manager,Standard,0,1
38.0,2,2,4.0,1.0,1.0,17991.0,1,3.0,6.0,Company Invited,Salaried,Male,Married,Executive,Basic,1,1
38.0,2,4,5.0,6.0,1.0,20751.0,2,4.0,13.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,1,1
48.0,1,2,3.0,5.0,0.0,17259.0,1,3.0,26.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,0,1
25.0,1,3,3.0,3.0,1.0,21564.0,4,4.0,14.0,Company Invited,Salaried,Female,Divorced,Executive,Basic,1,0
46.0,1,4,5.0,3.0,3.0,23888.0,2,4.0,14.0,Company Invited,Salaried,Male,Married,Senior Manager,Standard,0,1
60.0,3,2,5.0,1.0,0.0,20405.0,4,3.0,22.0,Self Enquiry,Small Business,Male,Single,Manager,Deluxe,0,1
31.0,1,3,3.0,2.0,1.0,21242.0,4,4.0,9.0,Company Invited,Small Business,Female,Single,Executive,Basic,0,1
33.0,1,3,5.0,2.0,1.0,22878.0,4,4.0,16.0,Self Enquiry,Small Business,Female,Unmarried,Executive,Basic,0,1
20.0,3,3,3.0,3.0,1.0,20353.0,1,4.0,29.0,Self Enquiry,Small Business,Male,Single,Executive,Basic,1,1
41.0,1,3,3.0,2.0,2.0,32177.0,4,4.0,16.0,Company Invited,Small Business,Female,Single,Senior Manager,Standard,0,1
29.0,1,3,3.0,7.0,1.0,17532.0,5,4.0,13.0,Self Enquiry,Small Business,Female,Married,Executive,Basic,0,1
37.0,2,4,5.0,2.0,3.0,21020.0,2,5.0,15.0,Self Enquiry,Salaried,Male,Divorced,Executive,Basic,0,1
41.0,3,3,5.0,2.0,2.0,24151.0,3,4.0,16.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,0,1
36.0,1,3,5.0,1.0,0.0,26713.0,3,2.0,14.0,Company Invited,Salaried,Female,Divorced,Senior Manager,Standard,0,0
31.0,3,3,3.0,5.0,2.0,20460.0,5,2.0,12.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,0,1
50.0,3,2,3.0,2.0,0.0,17683.0,4,4.0,9.0,Self Enquiry,Small Business,Male,Divorced,Executive,Basic,1,0
